Sentence	Label
एक ट्रेओ 700w और मेरे पीसी पर एक Skype हेडसेट (USB ब्लूटूथ ट्रांसीवर का उपयोग करके) के साथ बहुत अच्छी तरह से काम किया।	1
इस उत्पाद को साफ करें और असली पाम रिप्लेसमेंट पेन के साथ जाएं, जो तीन-पैक में आता है।	0
क्या नहीं खरीदें क्या नहीं खरीदें SUCKS	0
यह एक महान उत्पाद है ..... अपनी उंगलियों का उपयोग करके सुनिश्चित करें कि यह धड़कता है!	1
इसके अलावा, मुझे गंभीरता से विश्वास नहीं है कि यह इसके मूल्य बिंदु के लायक है।	0
अन्य सभी मामलों में मैंने कोशिश की है कि आम तौर पर कुछ महीनों के बाद अलग हो जाते हैं, लेकिन यह एक लंबी दौड़ के लिए है।	1
बहुत विस्मयकारी प्रदर्शन।	0
वही गलती मत करो जो मैंने किया और कृपया इस फोन को न खरीदें।	0
यह फोन किसी भी ब्रांड में मेरे द्वारा लिए गए सबसे खराब हो सकता है।	0
केस कमोबेश एक अतिरिक्त था जिसे मैंने मूल रूप से रखा था लेकिन बाद में छोड़ दिया क्योंकि इसने मेरे कान को खरोंच दिया।	0
मैं परिवार के विभिन्न ब्रांड सेल फोन / एमपी 3 खिलाड़ियों के साथ किसी को भी iGo की सलाह देता हूं।	1
परेशान मत करो - स्टोर पर जाओ।	0
मैंने ग्रे या काले फोन के तहत अधिक विस्तृत टिप्पणियां पोस्ट कीं, लेकिन मेरे पास फायर रेड है और यह एक शानदार रंग है!	1
मुझे इस आइटम से कोई समस्या नहीं थी और ज़रूरत पड़ने पर इसे फिर से ऑर्डर करूंगा।	1
मुझे लगता है हमें भुगतान के अनुसार वस्तु प्राप्त होती है।	0
न केवल सॉफ्टवेयर ने इस का एक बड़ा काम किया, मैं अपने खुद के रिंगटोन को इंटरनेट कनेक्शन के बिना अपनी मौजूदा सीडी भी बना सकता था।	1
im आश्चर्य है कि यह एक अच्छी गुणवत्ता वाला कार चार्जर है और इसके बारे में बहुत समीक्षा नहीं है।	1
ये शानदार हैं!	1
हालांकि, बीटी हेडसेट वर्तमान में वास्तविक समय के खेल के लिए अच्छे नहीं हैं, जैसे कि पहले व्यक्ति शूटर, क्योंकि ऑडियो देरी मुझे गड़बड़ करती है।	0
मैंने फोन पर डेटा स्थानांतरित करने के लिए बिटपिम (एक मुफ्त कार्यक्रम जो आप इंटरनेट पर पा सकते हैं) का उपयोग किया था। केबल की कीमत उत्कृष्ट थी।	1
एक अच्छे निर्माता से सहायक के लिए निराशाजनक।	0
प्रदर्शन किया भयानक - muffled, टिननी आने वाली ध्वनि और कॉल के दूसरे छोर पर गंभीर गूंज।	0
बहुत हवा प्रतिरोधी।	1
जाहिर है कि उनके पास एक भयानक ग्राहक सेवा है, इसलिए आपको वह मिलता है जो आप भुगतान करते हैं।	0
वे हमेशा के लिए नहीं रहते हैं, लेकिन बदलने के लिए अत्यधिक महंगा नहीं है। संचालित करने के लिए आसान और ध्वनि दूसरों की तुलना में बहुत बेहतर है जो मैंने कोशिश की है।	1
मैंने कंपनी से संपर्क किया और उन्होंने मुझे बताया कि, हालांकि इकाई अभी भी वारंटी के अधीन थी, अगर मैं अपनी रसीद का उत्पादन नहीं कर सकता था तो मैं भाग्य से बाहर था।	0
Linksys के पास रिफर्ब यूनिट या किसी चीज़ के लिए ख़राब फ़ोन को एक्सचेंज करने का कोई तरीका होना चाहिए!	0
फोन मजबूत है क्योंकि सभी नोकिया बार फोन हैं।	1
शानदार फोन।	1
जब मैंने अपने ट्रेओ को मामले में रखा, तो न केवल यह स्नग नहीं था, बल्कि पक्षों पर एक अतिरिक्त कमरा था।	0
मैं प्रसन्न हूँ।	1
बैटरी भयानक है।	0
मैंने पाया कि उत्पाद को स्थापित करना और उपयोग करना आसान है।	1
इस पर इयरपीस बहुत बड़ा या बहुत भारी है ... यह मेरे कान के बाहर गिरता रहता है।	0
Utter crap .. साउंड क्वालिटी TERRIBLE है।	0
चार्जर वादा किए गए समय सीमा के भीतर पहुंचा, लेकिन यह काम नहीं किया।	0
ईयर लूप की जरूरत नहीं है, यह छोटा है और आवाज बहुत अच्छी है।	1
अंत में, तीन या चार बार के बाद कुंडी का झरना टूट गया और मैं इसे अब छज्जा पर इस्तेमाल नहीं कर सका।	0
हैंड्सफ्री भाग ठीक काम करता है, लेकिन फिर कार पता पुस्तिका डाउनलोड करने की कोशिश करती है, और ट्रेओ रिबूट्स। ओवरऑल, मैं अभी भी इस डिवाइस को उच्च दर देता हूं।	1
USELESS ग्राहक सेवा के बारे में बात करें।	0
यह बहुत हल्का और &quot;टिननी&quot; लगा।	0
यह पाम टंगस्टन ई 2 में फिट नहीं है और इसने पहली बार जब मैंने इसे प्लग करने की कोशिश की तो यह टूट गया।	0
मैं इस खरीद के बारे में खुश हूँ- अच्छी गुणवत्ता और कम कीमत।	1
मुझे सैमसंग फ्लैपहोन का लुक और अहसास बहुत पसंद है।	1
इसकी अच्छी तरह से डिजाइन और बहुत तेज - नीला एक बहुत अच्छा रंग है।	1
सब कुछ इसे और अधिक करना चाहिए।	1
मैं इनकी अधिक अनुशंसा नहीं कर सकता था।	0
अच्छी ध्वनि।	1
तस्वीर में अच्छा लग रहा है, लेकिन इस मामले में एक बड़ी निराशा थी !!	0
जबड़े की तुलना में बहुत कम मैं इसे बदलने जा रहा था।	1
सेटअप बहुत आसानी से चला गया।	1
इसकी बेहद धीमी गति और इसके साथ कुछ भी करने के लिए हमेशा के लिए ले जाता है।	0
औद्योगिक डिजाइन के &quot;सबसे बुरे पाप&quot; में रुचि रखने वाले किसी व्यक्ति के लिए अध्ययन करना चाहिए।	0
पहली बात यह थी कि ट्रैकिंग बंद थी।	0
यह अच्छी तरह से बनाया गया है, फोन तक पहुंचना आसान है और इसमें एक आसान, वियोज्य बेल्ट क्लिप है।	1
तब मुझे इसे समय-समय पर युग्मित करना जारी रखना पड़ा क्योंकि यह किसी तरह गिरता रहा।	0
तीसरे पक्ष से रिंगटोन अपलोड नहीं कर सकते।	0
ब्लूटूथ काम नहीं करता है, फोन लॉक हो जाता है, स्क्रीन बस फ्लैश होती है और अब यह सिर्फ मेरी जेब लॉक होने के दौरान रैंडमली कॉल करता है।	0
सच में भयानक है।	0
यह मेरे मोटोरोला 325 सेलफोन पर ठीक काम करता है, और पहना बैटरी की तुलना में बहुत बेहतर है।	1
रिंगर के लिए वॉल्यूम वास्तविक अच्छा है (आपके पास विकल्प बहुत ज़ोर से हैं)।	1
और कोई भी स्वर स्वीकार्य नहीं है।	0
कैमरा कलर बैलेंस AWFUL है।	0
यह उत्पाद प्राइम टाइम के लिए स्पष्ट रूप से तैयार नहीं है, मुझे परवाह नहीं है कि यह कितना अच्छा लग रहा है, अगर आप यह नहीं बता सकते हैं कि यह बेकार है।	0
मैं रिंगटोन प्यार करता हूँ क्योंकि वे बहुत उत्साहित हैं!	1
चीनी फोर्ब्स अबाउंड !.	0
मेरे सैमसंग सेल के साथ जोड़ी बनाना आसान है।	1
निर्देशों में यह नहीं बताया गया है कि माइक्रोफोन जैक का उपयोग किया जा सकता है।	0
मैं इस आइटम को कभी भी बहुत अच्छी तरह से काम नहीं करने की सलाह दूंगा।	0
बहुत बुरा आपको सेवा के लिए $ $ $ एक महीने का भुगतान करना होगा!	0
अच्छा काम करता है।	1
नोकिया CA-42 USB केबल ने मेरे फोन के साथ काम नहीं किया।	0
कुरकुरी आवाज साफ।	1
मुझे दिए गए सबसे छोटे इयरपीस का उपयोग करना है, लेकिन यह बहुत अच्छी तरह से रहता है।	1
मेरे पास सबसे बड़ी शिकायत है, बैटरी सुपरफास्ट हो जाती है।	0
सिद्धांत में डिजाइन एर्गोनोमिक हो सकता है लेकिन मैं अपने कान में ये नहीं रख सकता था।	0
यदि आप होलस्टर का उपयोग करना चाहते हैं तो न खरीदें।	0
फोन शानदार तस्वीरें और यहां तक कि वीडियो क्लिप भी ले सकता है।	1
यह आपको शांत नहीं दिखता है।	0
क्योंकि दोनों कानों पर कब्जा है, पृष्ठभूमि बिल्कुल विचलित नहीं है।	1
आरामदायक फिट - आपको अपने हेडसेट को एक समय में कम से कम एक घंटे के लिए आराम से रहने की आवश्यकता है, यदि पूरे दिन के लिए नहीं।	1
इसके अलावा, फोन सीबीआर एमपी 3 को छोड़कर कुछ भी स्वीकार नहीं करता है, अधिमानतः विंडोज मीडिया प्लेयर द्वारा रिप्ड।	0
आप इन पर कीमत को हरा नहीं सकते।	1
* एक मजबूत प्रकाश के साथ आता है जिसे आप अपने कैमरा शॉट्स को प्रकाश में लाने के लिए उपयोग कर सकते हैं, और यहां तक कि एसओएस संकेतों को गंभीरता से फ्लैश कर सकते हैं!	1
हल्के और अच्छी तरह से काम करता है।	1
तो बस खबरदार।	0
मुझे यह केबल बहुत पसंद है - यह मुझे किसी भी मिनी-यूएसबी डिवाइस को अपने पीसी से कनेक्ट करने की अनुमति देता है।	1
तो आपके आस-पास का कोई भी व्यक्ति आपकी बातचीत का हिस्सा सुनेगा।	0
यह शांत है क्योंकि अधिकांश मामले सिर्फ वहां खुले हैं, जिससे स्क्रीन सभी खरोंच हो सकती है।	1
मैंने इस फोन को अपने स्टारटैक के रिप्लेसमेंट के रूप में खरीदा और तब से पछतावा है।	0
मेरी V325i के साथ आई चीन की मूल बैटरी को वास्तव में बेहतर बनाने की अपील करता है।	1
सिम पर फोन नंबर के अलावा कुछ भी संग्रहीत नहीं किया जा सकता है।	0
यह 3o मिनट से कम समय तक रहता है, अगर मैं वास्तव में फोन का उपयोग करने की कोशिश करता हूं। मेरी पत्नी के पास एक ही समस्या है।	0
खराब गुणवत्ता।	0
जैब्रा कान जैल &quot;आर&quot; सबसे अच्छा!।	1
इसके लायक नहीं।	0
फोन पूरी तरह से क्रैश हो गया और अब मुझे इसे बदलवाना है।	0
लगभग 18 महीनों तक इसका उपयोग करने के बाद मैंने काम करना छोड़ दिया, इसलिए मैंने सिर्फ एक और खरीदा क्योंकि यह सबसे अच्छा हेडसेट है जो मैंने कभी स्वामित्व में लिया है।	1
दुर्भाग्य से यह कई बिजली स्रोतों (iMac, बाहरी बैटरी, दीवार आउटलेट, आदि) से कनेक्ट करने के बावजूद, मेरे iPhone 4s को रिचार्ज नहीं करेगा।	0
यह एक शानदार फोन था।	1
यदि आप बस एक छोटा फ्लिप फोन चाहते हैं - अतिरिक्त घंटियाँ और सीटी औसत दर्जे के हैं के रूप में कहीं और देखो।	0
अच्छा मूल्य, ठीक काम करता है - USB, कार या दीवार आउटलेट के माध्यम से।	1
मेरा फोन अभी मेरी कार के आसपास नहीं है और पकड़ मेरे फोन को मेरे हाथ से फिसलने से रोकता है।	1
यह बस साउंड क्वालिटी के लिए बेस्ट ब्लूटूथ हेडसेट है!	1
इसे खत्म करने के बारे में सोचें जब आप इस योजना का मालिक हों! यह मेरे लिए आखिरी MOTO फोन है।	0
एक घंटे के अंतराल में, मेरे पास दो लोग थे &quot;वाह - क्या यह टीवी पर नया फोन है?&quot;।	1
मैंने हमेशा कॉर्डेड हेडसेट का उपयोग किया है और वायरलेस से स्वतंत्रता बहुत मददगार है।	1
इस मामले को एक साल का समय बीत चुका है और जब यह पहनने के लक्षण दिखाता है, तो यह 100% कार्यात्मक है।	1
इसके अलावा, चमड़ा अच्छा और नरम है; फिट बहुत तंग है; चेहरे के लिए कट आउट एक अच्छा आकार है।	1
इसमें वह सबकुछ है जिसकी मुझे जरूरत है और मैं और नहीं मांग सकता।	1
केवल 2 दिनों के लिए उत्पाद प्राप्त करने और उपयोग करने के बाद यह टूट गया।	0
यह उत्पाद बहुत अच्छा है ... यह बहुत आसान काम करता है मैं कुछ के लिए पकड़ पर इंतजार करते हुए कापियर जा सकता हूं।	1
हेडसेट के साथ भेजे गए तीन आकारों में से कोई भी मेरे कानों में नहीं रहेगा।	0
T-Mobile की कहीं भी सबसे अच्छी ग्राहक सेवा है।	1
जल्दी से पहुँचा और दूसरों को बेचा जा रहा है की तुलना में बहुत कम महंगा है।	1
हम 2 इकाइयों की कोशिश की है और वे दोनों 2 महीने के भीतर विफल रहे हैं	0
अच्छी सुरक्षा प्रदान करता है और उत्तम दर्जे का भी दिखता है।	1
क्रुसेल हमेशा अच्छा।	1
Tracfonewebsite उपयोगकर्ता के अनुकूल है और इसे निष्क्रिय करना आसान बनाता है, आदि।	1
डिजाइन बहुत अच्छा है ।4।	1
मैं हर समय शानदार स्वागत करता हूं।	1
मेरे द्वारा इस उत्पाद की काफ़ी सिफारिश की जाएगी।	1
टेक्सास में अच्छा नहीं, धूप का चश्मा के साथ इकाई का उपयोग नहीं कर सका!	0
यह मेरे नोकिया 5320 के साथ ज्यादातर समय काम नहीं करता है।	0
मुख्य रूप से चार्जर के लिए खरीदा, जो खरीदने के तुरंत बाद टूट गया।	0
यदि आप अपने सभी वार्तालापों को ओवरराइड करने के लिए जोर से गुलजार पसंद करते हैं, तो यह फोन आपके लिए है!	0
शानदार खरीद और मेरे अगले फोन के लिए फिर से मिलेगा	1
इस स्टोर से दूर रहें, सावधान रहें।	0
यह BlueAnt Supertooth हैंड्स-फ़्री फ़ोन स्पीकर AWESOME है।	1
फिट नहीं है।	0
.... आइटम जल्दी से आ गया और मेरे मेट्रो पीसीएस सैमसंग SCH-r450 स्लाइडर फोन और सोनी प्रीमियम साउंड इन ईयर प्लग के साथ काम करता है।	1
यह हल्का है, बैटरी की क्षमता बहुत है, और थोड़े समय के लिए पहनने के लिए बहुत आरामदायक है।	1
निराशाजनक।	0
ब्लू एंट का उपयोग करना आसान है।	1
सस्ता लेकिन यह काम करता है .. क्या इस आइटम की कम लागत को देखते हुए सुखद आश्चर्य हुआ।	1
फोन पर कैमरा जब घर के अंदर कूड़ेदान के रूप में इस्तेमाल किया जा सकता है ... मैं इसके बजाय एक डिस्पोजेबल का उपयोग करना चाहूंगा।	0
फिर कुछ दिनों बाद उपयोग के दौरान फोन से धुएं का एक कश निकल आया।	0
यह उपयोग करने के लिए बहुत सुविधाजनक और सरल है - काम हो जाता है और कार की सवारी को इतना आसान बना देता है।	1
नैनो ने कहा। मेरा बेटा असंतुष्ट था।	0
ध्वनि की गुणवत्ता उत्कृष्ट है।	1
इसका सबसे अच्छा हेडसेट मैंने इस्तेमाल किया है।	1
नहीं करेंगे।	0
वे वर्षों से आसपास हैं और एंटी-ग्लेयर स्क्रीन रक्षक की उच्चतम गुणवत्ता का वहन करते हैं जो मैंने आज तक पाया है।	1
बस मुझे जो चाहिए था।	1
यह विशेष मॉडल मेरे मोटोरोला क्यू स्मार्टफोन के साथ काम नहीं करेगा।	0
मेरे लिए सही या कम से कम काम मत करो।	0
इसके अलावा ऐसा लगता है और लगता है जैसे कि फोन सभी हल्के सस्ते प्लास्टिक हैं।	0
लेकिन अब जब यह &quot;वारंटी से बाहर&quot; है तो वही समस्याएँ फिर से सामने आती हैं। बॉटम लाइन ... अपना पैसा कहीं और लगाओ ... सिंगुलर इसका समर्थन नहीं करेगा।	0
मैं वास्तव में प्लांट्रोनिक्स 510 को सही बनाना चाहता था, लेकिन मेरे लिए बहुत सारे मुद्दे हैं। अच्छा	0
महान उत्पाद।	1
कुरकुरा और साफ।	1
पहले चार्ज के बाद 12 मिनट के बाद मृत हो गया।	0
बहुत सस्ते प्लास्टिक, एक पुराने लकड़ी के फर्श की तरह creaks।	0
मुझे अपने अपार्टमेंट में बिल्कुल भयानक स्वागत मिलता है, जहां अन्य फोन के साथ मुझे यह समस्या नहीं हुई है।	0
रिसेप्शन आम तौर पर अच्छा रहा है।	1
उत्कृष्ट ध्वनि, बैटरी जीवन और बूट करने के लिए असंगत !.	1
महान ब्लूटूथ !.	1
मैं इस मामले की अत्यधिक अनुशंसा करता हूं।	1
सार्थक।	1
यह एक बड़ा सौदा है।	1
मेरा फोन लगभग एक साल पुराना होने के बाद, यह मेरी ओर से बहुत देखभाल के बावजूद धीरे-धीरे टूट रहा है।	0
मुझे खेद है कि मैंने यह खरीद की।	0
मैंने इन उम्मीदों को खरीदा कि मैं अपने ब्लूटूथ हेडसेट को बेहतर बना सकूं लेकिन इन चीजों को पहनना असंभव हो गया।	0
ट्रेओ और टी-मोबाइल ने इसे फिर से बदलने से इनकार कर दिया और मुझे किसी भी प्रकार के उन्नयन की छूट के बिना एक और फोन खरीदने के लिए मजबूर किया।	0
यह बहुत घटिया था!।	0
मुझे नहीं लगता कि यह आपके बेल्ट पर भी इसे सुरक्षित रूप से रखेगा।	0
यह पहले के बाद उसी तिथि और समय के लिए दोहरी बुकिंग की संभावना को अनुमति देता है।	0
वे लगभग 2 सप्ताह काम करते हैं फिर विराम देते हैं।	0
यह उपयोग करने के लिए सरल है और मुझे यह पसंद है।	1
यह मनोरंजन, संचार और डेटा प्रबंधन के लिए एक बढ़िया उपकरण है। इसके लिए, इष्टतम डेटा सिंक्रनाइज़ेशन परिणामों के लिए ActiveSync 4.2 का उपयोग करना सुनिश्चित करें!	1
मैं इस मामले का उपयोग नहीं कर सकता क्योंकि गंध घृणित है।	0
मैं क्या चाहता था।	0
मेरे पास इन मामलों में से 2 हैं और एक और आदेश देगा।	1
शानदार फोन।	1
मैंने इस बैटरी को अमेज़न से एक कूपन के साथ खरीदा है और मैं अपनी खरीद से बहुत खुश हूँ।	1
इंटरनेट का उपयोग ठीक था, यह दुर्लभ उदाहरण है कि उसने काम किया।	0
PS3 के लिए बिल्कुल सही।	1
फाइव स्टार प्लस, प्लस।	1
एक अच्छी गुणवत्ता का सौदा .. मैंने इसे बिग लोट्स से एक सस्ता खरीदने के बाद खरीदा है जो भयानक लग रहा था और दूसरे छोर पर लोग मुझे सुन नहीं सकते थे।	1
$ 50 नाली नीचे।	0
मैंने वास्तविक ज़ोर से बात करने की कोशिश की, लेकिन टेलीफोन पर चिल्लाना पुराना हो गया और मुझे अभी भी बताया गया था कि यह बहुत अच्छा नहीं था।	0
अच्छा है, ठीक काम करता है।	1
कीमत के लिए यह एक बड़ा सौदा था।	1
बहुत अच्छी कीमत!	1
अगर हवा है, तो यह पूरी तरह से बेकार है।	0
हाँ यह सामने की तरफ चमकदार है - और मुझे यह पसंद है!	1
काम नहीं करता।	0
पहले मुझे लगा कि मैं $ 7.44 में एक अच्छा सौदा कर रहा हूं, जब तक कि मैंने इसे अपने फोन (V3c Razr) में प्लग नहीं कर दिया।	0
इस हेडसेट के माध्यम से स्वागत उत्कृष्ट है।	1
इस विक्रेता को 2 अंगूठे	1
मेरे पास एक Verizon LG फोन है और वे एक साथ अच्छी तरह से काम करते हैं, अच्छा स्वागत और सीमा जो दृष्टि की 20 फीट की रेखा से अधिक है।	1
अनुचित विवरण .... मुझे इसे वापस करना पड़ा।	0
# 1 यह काम करता है - # 2 यह आरामदायक है।	1
बैटरी चार्ज-लाइफ काफी लंबी है।	1
Jabra EarGels मेरे कानों को बहुत अच्छी तरह से फिट करता है।	1
बैटरी का कोई जीवन नहीं है।	0
मैंने हर जगह जांच की और इसके लिए कोई विशेषता नहीं है जो वास्तव में निराशाजनक है।	0
उत्पाद बिल्कुल वर्णित है।	1
जब अन्य Verizon फोन नहीं होगा एक संकेत हो जाता है।	1
काम नहीं करता है।	0
मैं इसकी अनुशंसा करूंगा।	1
उनसे बार-बार ऑर्डर लेने की योजना बनाएं।	1
कहा जा रहा है, एक फोन के लिए, कैमरा बहुत अच्छा है; कई शांत प्रभाव के साथ खेलने के लिए, और वीडियो के रूप में अच्छी तरह से सभ्य है।	1
मैं पहले दिन से इस सेल फोन से बहुत संतुष्ट हूं।	1
वे बेहतर और बेहतर हो रहे हैं (यह मेरा तीसरा है और मेरे पास कई पाल्म भी हैं)।	1
उपयोग करने के लिए अजीब और अविश्वसनीय।	0
शिपिंग का समय भी बहुत जल्दी था!	1
उतनी अच्छी नहीं जितनी मुझे उम्मीद थी।	0
अच्छा मामला !.	1
काम नहीं करता है।	0
वास्तव में अच्छा उत्पाद।	1
दुर्भाग्य से यह काम नहीं किया।	0
उपयोग के दो महीने के भीतर तीनों टूट गए।	0
इसे न खरीदें।	0
मेरे पिता के पास V265 है, और बैटरी मर रही है।	0
हालांकि, कान के पैड आसानी से बंद हो जाते हैं और केवल एक सप्ताह के बाद मैंने एक खो दिया।	0
कॉल ड्रॉप होता है, फोन चालू होता है और बंद होता है, स्क्रीन काली हो जाती है और सबसे खराब यह रुक-रुक कर बजता है।	0
भयानक, भयानक रक्षक।	0
मुझे यह नोकिया पसंद नहीं है।	0
नीचे की पंक्ति के लिए पहुंचना असुविधाजनक है, और भेजें और अंत कुंजी वे नहीं हैं जहां मैं उनसे उम्मीद करता हूं ।3।	0
मैंने कुछ हफ्ते पहले नोकिया का यह फोन खरीदा था और यह एक बुरा सपना था।	0
अमेज़ॅन के साथ मेरे ग्राहक सेवा का अनुभव कितना बुरा है, यह वर्णन करने में बहुत लंबा समय लगेगा।	0
केवल बहुत अच्छी बात यह है कि कोई SPEAKERPHONE नहीं था !!!!	0
भयानक .. मेरी कार इस कैसेट को स्वीकार नहीं करेगी।	0
उत्पाद बेकार है, क्योंकि इसमें उन 2 सेलफोन को चार्ज करने के लिए पर्याप्त चार्जिंग चालू नहीं है जिन्हें मैं इसके साथ उपयोग करने की योजना बना रहा था।	0
यह नहीं है कि यह क्या कहता है।	0
दूर रहो क्यू से!।	0
प्रयुक्त और गंदा।	0
टी मोबाइल से बहुत अविश्वसनीय सेवा!	0
कीमत के लिए पर्याप्त नहीं है।	0
मैंने उनमें से दो खरीदे और न ही चार्ज करेंगे।	0
यह बहुत अच्छा दिख रहा है।	1
यह एक उत्कृष्ट उपकरण है, खासकर जब आपके फोन के ऑटो-उत्तर के साथ जोड़ा जाता है।	1
मैंने यहाँ अन्य समीक्षाओं को पढ़ा है लेकिन मुझे इससे कोई समस्या नहीं है।	1
ये उत्पाद कान के आउटलेट के ऊपर महत्वपूर्ण प्रकाश संवेदक को कवर करते हैं।	0
मेरे हाथ में आराम है।	1
सिर्फ काम नहीं करता।	0
खराब विश्वसनीयता।	0
(यह काम करता हैं!)	1
अगर मैं एक तस्वीर लेता हूं, तो बैटरी एक बार गिरती है, और बीप करना शुरू कर देती है, जिससे मुझे इसके मरने का पता चल जाता है।	0
भयानक उत्पाद, और पैसे की बर्बादी!	0
पिछली बार आपसे खरीद कर।	0
यह मेरे पैसे की बर्बादी थी।	0
अब तक यह एक आकर्षण की तरह काम किया है।	1
मेरे पास केवल कुछ हफ्तों के लिए है, लेकिन अभी तक, इतना अच्छा है।	1
लेकिन, किसी भी मामले में, सबसे अच्छी बात यह है कि आप इन तस्वीरों को आईआर का उपयोग करके अपने लैपटॉप पर डाउनलोड कर सकते हैं, या यहां तक कि अपने लैपटॉप से फोन पर तस्वीरें भी भेज सकते हैं।	1
इस मद की सिफारिश करेंगे।	1
यह वर्षों के लिए मेरी पसंद का हेडसेट रहा है। गंभीर ध्वनि; अच्छी मात्रा; अच्छा शोर रद्द।	1
अच्छा मामला, आपके हाथों में अच्छा लगता है।	1
प्राप्त वस्तु नकली थी।	0
बस वास्तव में अच्छा है .. अब तक, शायद मेरे पास सबसे अच्छा बीटी हेडसेट है।	1
ठीक काम करता है।	1
मैंने अपने हेडसेट को अच्छे समय में प्राप्त किया और इससे खुश था।	1
मुझे यह देखकर बहुत खुशी हुई कि मैं अपने ब्लैकबेरी फ्लिप के लिए अपने अच्छी तरह से फंसे कुंडा होलस्टर को बदल सकता हूं।	1
मेरी बहन के पास भी एक है और वह उससे प्यार करती है।	1
अच्छी गुणवत्ता।	1
यह अमेज़ॅन पर अब तक की सबसे खराब खरीद है।	0
उत्कृष्ट दोहरे उद्देश्य वाला हेडसेट।	1
अति उत्कृष्ट!।	1
सिजलिंग 8125 के साथ संगीत सुनने के लिए काम नहीं करता है।	0
यह पूरी तरह से सुरक्षित लगता है, दोनों मेरे बेल्ट पर पकड़े हुए हैं, और iPhone को अंदर रखते हैं।	1
बॉटम लाइन ... स्प्रिंट से एक और बेकार, सस्ती नौटंकी।	0
वॉल्यूम की परेशानी।	0
केवल अच्छी बात यह थी कि यह छोटे कानों पर आराम से फिट बैठता है।	1
चेतावनी - नहीं खरीदें !!	0
मैं इसे अपने iphone के साथ बाँध रहा हूँ, और मैं इसके साथ ज्यादा खुश नहीं हो सकता।	1
जब यह खुलता है, तो बैटरी कनेक्शन टूट जाता है और डिवाइस बंद हो जाता है।	0
मैं नहीं चाहता था कि क्लिप मेरे कान के ऊपर से गुज़रे, जिससे असुविधा हो।	0
सबसे अच्छा हेडसेट कभी !!!	1
अपनी वेबसाइट पर भरोसा मत करो और किसी भी सहायक सहायता की उम्मीद मत करो।	0
यह जोर से था। यह कहने के लिए कि प्लांट्रोनिक्स 510 मेरे सेल के लिए एक निर्दोष संबंध रखता है और सामान्य उपयोग के दौरान कोई स्थिर नहीं है।	1
स्पीकर लो क्वालिटी का है, जिससे रिंग टोन बहुत सस्ती लगती है।	0
आराम से फिट बैठता है, तीन प्रकार के ईयरबड टिप्स के साथ आया है।	1
कीमत के लिए उत्कृष्ट उत्पाद।	1
खराब रिसेप्शन।	0
यह उत्पाद बहुत ही उच्च गुणवत्ता वाले चीनी CRAP !!!!!!	0
यह कान में काफी आरामदायक था।	1
शानदार फोन।	1
इस उत्पाद को न खरीदें - यह विफल रहता है!।	0
इस उत्पाद के बारे में सब कुछ गलत है	0
वॉयस डायलिंग फीचर के साथ कॉल करना शुरू करने से पहले दो डिवाइसों की पेयरिंग इतनी आसान थी कि मुश्किल से एक दो मिनट लगते थे।	1
यह पूरी तरह से पहली बार भ्रमित करने वाला था, जिसके कारण मुझे एक बहुत, बहुत महत्वपूर्ण संपर्क खोना पड़ा।	0
भयानक फोन धारक।	0
